file_name,bbox,race,age,emotion,gender,skintone,masked
cr_18.jpg,"[217, 36, 101, 81]",Caucasian,20-30S,Neutral,Male,dark,unmasked
cr_19.jpg,"[235, 29, 46, 66]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_20.jpg,"[182, 43, 47, 61]",Caucasian,20-30S,Neutral,Male,dark,masked
cr_21.jpg,"[150, 50, 70, 93]",Negroid,20-30S,Happiness,Male,dark,unmasked
cr_22.jpg,"[230, 26, 39, 55]",Caucasian,40-50S,Neutral,Male,light,masked
cr_22.jpg,"[99, 37, 36, 52]",Caucasian,20-30S,Neutral,Female,light,masked
cr_22.jpg,"[361, 23, 38, 49]",Mongoloid,40-50S,Neutral,Male,light,masked
cr_23.jpg,"[164, 55, 57, 85]",Negroid,20-30S,Neutral,Male,dark,masked
cr_24.jpg,"[181, 27, 51, 77]",Caucasian,Senior,Neutral,Male,light,masked
cr_25.jpg,"[213, 84, 24, 31]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_25.jpg,"[642, 87, 21, 28]",Mongoloid,40-50S,Neutral,Male,light,masked
cr_25.jpg,"[394, 74, 21, 30]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_25.jpg,"[293, 86, 21, 29]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_25.jpg,"[476, 88, 18, 27]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_26.jpg,"[210, 49, 76, 119]",Negroid,40-50S,Neutral,Male,dark,masked
cr_27.jpg,"[165, 55, 50, 57]",Caucasian,20-30S,Neutral,Male,light,masked
cr_29.jpg,"[129, 54, 129, 190]",Mongoloid,Senior,Neutral,Male,dark,masked
cr_30.jpg,"[128, 19, 55, 78]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_31.jpg,"[321, 148, 58, 70]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_31.jpg,"[1159, 152, 55, 64]",Mongoloid,20-30S,Neutral,Female,light,masked
cr_31.jpg,"[1018, 152, 55, 66]",Mongoloid,20-30S,Neutral,Female,light,masked
cr_31.jpg,"[465, 161, 52, 56]",Mongoloid,20-30S,Neutral,Female,light,masked
cr_32.jpg,"[176, 21, 49, 73]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_33.jpg,"[268, 0, 122, 256]",Negroid,Baby,Happiness,Male,light,masked
cr_34.jpg,"[149, 33, 60, 81]",Caucasian,20-30S,Neutral,Male,dark,masked
cr_35.jpg,"[237, 43, 61, 89]",Negroid,20-30S,Neutral,Male,dark,masked
cr_36.jpg,"[172, 57, 41, 57]",Negroid,20-30S,Happiness,Male,dark,unmasked
cr_37.jpg,"[116, 50, 80, 104]",Mongoloid,Senior,Neutral,Male,dark,unmasked
cr_38.jpg,"[97, 28, 54, 67]",Negroid,20-30S,Neutral,Male,dark,unmasked
cr_38.jpg,"[74, 27, 76, 95]",Negroid,20-30S,Neutral,Male,dark,unmasked
cr_39.jpg,"[109, 55, 171, 164]",Negroid,20-30S,Neutral,Male,mid-light,unmasked
cr_41.jpg,"[519, 67, 30, 38]",Caucasian,20-30S,Neutral,Male,light,masked
cr_41.jpg,"[1031, 69, 27, 38]",Caucasian,40-50S,Neutral,Male,light,masked
cr_41.jpg,"[1142, 94, 28, 37]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_41.jpg,"[308, 97, 24, 33]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_41.jpg,"[897, 85, 26, 36]",Caucasian,20-30S,Neutral,Male,light,masked
cr_41.jpg,"[1191, 89, 28, 40]",Caucasian,20-30S,Neutral,Male,light,masked
cr_41.jpg,"[950, 73, 28, 39]",Caucasian,40-50S,Neutral,Male,light,masked
cr_41.jpg,"[629, 74, 33, 45]",Caucasian,20-30S,Neutral,Female,light,masked
cr_41.jpg,"[696, 59, 29, 38]",Mongoloid,40-50S,Neutral,Male,light,masked
cr_41.jpg,"[579, 62, 31, 44]",Negroid,20-30S,Neutral,Male,light,masked
cr_42.jpg,"[250, 31, 38, 52]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_43.jpg,"[160, 24, 61, 79]",Negroid,20-30S,Happiness,Male,dark,unmasked
cr_45.jpg,"[682, 38, 42, 59]",Caucasian,20-30S,Neutral,Male,light,masked
cr_45.jpg,"[380, 38, 33, 44]",Caucasian,20-30S,Neutral,Male,light,masked
cr_45.jpg,"[120, 37, 33, 41]",Caucasian,20-30S,Neutral,Male,light,masked
cr_46.jpg,"[218, 56, 39, 57]",Negroid,20-30S,Neutral,Male,mid-light,unmasked
cr_47.jpg,"[272, 27, 66, 85]",Caucasian,20-30S,Neutral,Male,light,masked
cr_47.jpg,"[99, 28, 64, 92]",Mongoloid,20-30S,Neutral,Male,dark,masked
cr_47.jpg,"[799, 29, 61, 90]",Caucasian,20-30S,Neutral,Male,light,masked
cr_47.jpg,"[12, 24, 68, 91]",Mongoloid,Teenager,Neutral,Female,light,masked
cr_47.jpg,"[621, 27, 68, 90]",Mongoloid,20-30S,Neutral,Female,light,masked
cr_47.jpg,"[530, 20, 69, 92]",Caucasian,Senior,Neutral,Male,light,masked
cr_47.jpg,"[361, 25, 66, 94]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_47.jpg,"[440, 30, 70, 92]",Mongoloid,20-30S,Neutral,Female,dark,masked
cr_47.jpg,"[715, 23, 61, 93]",Caucasian,Senior,Neutral,Male,light,masked
cr_47.jpg,"[186, 21, 66, 95]",Caucasian,Senior,Neutral,Male,mid-dark,masked
cr_48.jpg,"[167, 48, 80, 124]",Negroid,20-30S,Neutral,Male,dark,masked
cr_49.jpg,"[224, 28, 71, 98]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_50.jpg,"[115, 41, 94, 131]",Caucasian,20-30S,Neutral,Male,light,masked
cr_51.jpg,"[121, 45, 69, 103]",Caucasian,40-50S,Neutral,Male,dark,masked
cr_52.jpg,"[174, 20, 46, 71]",Negroid,20-30S,Neutral,Male,mid-dark,masked
cr_53.jpg,"[98, 75, 38, 56]",Caucasian,Senior,Neutral,Male,mid-dark,masked
cr_53.jpg,"[220, 108, 27, 52]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_54.jpg,"[65, 121, 41, 54]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_54.jpg,"[200, 44, 49, 68]",Caucasian,Senior,Neutral,Male,mid-dark,masked
cr_55.jpg,"[175, 52, 54, 77]",Caucasian,20-30S,Neutral,Male,dark,masked
cr_56.jpg,"[118, 71, 20, 29]",Caucasian,20-30S,Neutral,Male,light,unmasked
cr_56.jpg,"[236, 76, 29, 43]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_57.jpg,"[216, 93, 74, 78]",Caucasian,20-30S,Happiness,Male,mid-light,unmasked
cr_58.jpg,"[100, 0, 170, 198]",Mongoloid,20-30S,Happiness,Male,dark,unmasked
cr_60.jpg,"[199, 56, 46, 66]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_61.jpg,"[164, 34, 98, 154]",Negroid,40-50S,Neutral,Male,dark,masked
cr_62.jpg,"[232, 37, 19, 24]",Caucasian,20-30S,Neutral,Male,mid-dark,unmasked
cr_63.jpg,"[197, 36, 51, 73]",Caucasian,20-30S,Neutral,Female,mid-light,masked
cr_63.jpg,"[136, 28, 60, 85]",Caucasian,40-50S,Surprise,Male,mid-light,masked
cr_64.jpg,"[208, 54, 61, 85]",Mongoloid,20-30S,Neutral,Male,dark,masked
cr_66.jpg,"[204, 44, 110, 148]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_67.jpg,"[129, 83, 36, 25]",Negroid,Baby,Neutral,Female,mid-dark,unmasked
cr_67.jpg,"[129, 83, 36, 40]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_68.jpg,"[719, 65, 19, 25]",Mongoloid,20-30S,Neutral,Female,light,unmasked
cr_69.jpg,"[313, 36, 28, 40]",Mongoloid,Senior,Neutral,Male,mid-dark,masked
cr_69.jpg,"[55, 64, 29, 40]",Caucasian,Kid,Neutral,Male,mid-dark,masked
cr_70.jpg,"[160, 29, 88, 113]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_71.jpg,"[77, 38, 19, 26]",Negroid,20-30S,Neutral,Male,mid-dark,unmasked
cr_72.jpg,"[237, 62, 54, 64]",Mongoloid,20-30S,Neutral,Female,mid-dark,masked
cr_73.jpg,"[198, 58, 60, 81]",Mongoloid,Senior,Neutral,Female,mid-dark,masked
cr_74.jpg,"[47, 54, 31, 42]",Caucasian,20-30S,Neutral,Female,light,masked
cr_74.jpg,"[166, 39, 34, 42]",Caucasian,20-30S,Neutral,Male,light,masked
cr_74.jpg,"[314, 40, 33, 46]",Caucasian,20-30S,Neutral,Male,light,masked
cr_74.jpg,"[188, 78, 34, 48]",Caucasian,20-30S,Neutral,Male,light,masked
cr_74.jpg,"[283, 79, 31, 43]",Caucasian,20-30S,Neutral,Female,light,masked
cr_74.jpg,"[82, 70, 36, 48]",Caucasian,40-50S,Neutral,Female,light,masked
cr_75.jpg,"[188, 54, 74, 97]",Mongoloid,20-30S,Neutral,Male,dark,masked
cr_76.jpg,"[215, 54, 54, 79]",Caucasian,40-50S,Neutral,Male,dark,masked
cr_77.jpg,"[163, 39, 101, 132]",Caucasian,Senior,Happiness,Male,mid-dark,unmasked
cr_78.jpg,"[165, 53, 64, 90]",Negroid,20-30S,Neutral,Male,mid-dark,masked
cr_79.jpg,"[166, 71, 38, 46]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_79.jpg,"[218, 73, 47, 65]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_80.jpg,"[127, 47, 52, 74]",Mongoloid,20-30S,Neutral,Male,dark,masked
cr_80.jpg,"[253, 72, 45, 56]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_81.jpg,"[20, 31, 55, 77]",Negroid,20-30S,Neutral,Male,mid-dark,unmasked
cr_82.jpg,"[145, 49, 61, 69]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_83.jpg,"[245, 70, 16, 24]",Caucasian,Baby,Neutral,Male,light,unmasked
cr_84.jpg,"[96, 25, 69, 89]",Negroid,20-30S,Neutral,Female,mid-light,masked
cr_85.jpg,"[129, 37, 88, 139]",Mongoloid,40-50S,Neutral,Male,light,masked
cr_88.jpg,"[136, 51, 108, 135]",Caucasian,40-50S,Neutral,Male,light,masked
cr_89.jpg,"[190, 54, 62, 80]",Negroid,20-30S,Surprise,Male,dark,masked
cr_90.jpg,"[181, 52, 105, 149]",Caucasian,20-30S,Happiness,Male,dark,unmasked
cr_91.jpg,"[244, 25, 31, 45]",Caucasian,20-30S,Neutral,Male,mid-dark,unmasked
cr_92.jpg,"[199, 51, 24, 45]",Caucasian,20-30S,Neutral,Male,mid-dark,unmasked
cr_93.jpg,"[166, 31, 48, 66]",Mongoloid,20-30S,Neutral,Female,mid-light,masked
cr_95.jpg,"[191, 28, 40, 53]",Caucasian,20-30S,Happiness,Male,mid-dark,unmasked
cr_96.jpg,"[213, 64, 32, 44]",Caucasian,Baby,Neutral,Male,mid-dark,masked
cr_97.jpg,"[248, 66, 34, 45]",Caucasian,40-50S,Neutral,Male,mid-light,masked
cr_98.jpg,"[203, 40, 101, 140]",Negroid,20-30S,Neutral,Female,dark,masked
cr_99.jpg,"[250, 53, 15, 21]",Caucasian,40-50S,Neutral,Male,mid-dark,unmasked
cr_100.jpg,"[237, 32, 40, 59]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_101.jpg,"[194, 26, 52, 74]",Caucasian,20-30S,Neutral,Male,dark,unmasked
cr_101.jpg,"[387, 63, 32, 44]",Caucasian,20-30S,Neutral,Female,mid-light,masked
cr_101.jpg,"[309, 55, 23, 34]",Caucasian,20-30S,Neutral,Male,mid-light,masked
cr_102.jpg,"[201, 36, 46, 84]",Caucasian,20-30S,Neutral,Male,dark,unmasked
cr_103.jpg,"[145, 44, 60, 67]",Negroid,20-30S,Neutral,Male,dark,unmasked
cr_104.jpg,"[249, 22, 56, 79]",Negroid,20-30S,Neutral,Male,dark,masked
cr_105.jpg,"[171, 29, 115, 170]",Negroid,20-30S,Neutral,Male,dark,masked
cr_107.jpg,"[193, 54, 38, 51]",Caucasian,40-50S,Neutral,Male,mid-light,masked
cr_108.jpg,"[163, 18, 87, 125]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_109.jpg,"[156, 46, 56, 71]",Negroid,20-30S,Fear,Male,dark,masked
cr_111.jpg,"[187, 55, 34, 51]",Negroid,20-30S,Happiness,Male,mid-dark,unmasked
cr_113.jpg,"[127, 61, 40, 57]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_115.jpg,"[111, 47, 20, 51]",Caucasian,20-30S,Neutral,Male,mid-dark,unmasked
cr_115.jpg,"[184, 65, 38, 58]",Caucasian,40-50S,Neutral,Male,mid-dark,unmasked
cr_117.jpg,"[139, 48, 74, 77]",Negroid,20-30S,Fear,Male,dark,unmasked
cr_117.jpg,"[161, 48, 52, 55]",Mongoloid,20-30S,Neutral,Female,dark,masked
cr_118.jpg,"[204, 29, 47, 70]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_119.jpg,"[169, 50, 113, 163]",Negroid,20-30S,Neutral,Male,light,masked
cr_120.jpg,"[163, 89, 149, 110]",Caucasian,20-30S,Neutral,Male,mid-light,unmasked
cr_121.jpg,"[232, 44, 17, 23]",Caucasian,40-50S,Neutral,Male,mid-dark,unmasked
cr_122.jpg,"[217, 34, 43, 62]",Mongoloid,Senior,Neutral,Male,mid-dark,masked
cr_123.jpg,"[275, 46, 26, 45]",Caucasian,20-30S,Neutral,Male,dark,masked
cr_123.jpg,"[173, 77, 27, 39]",Caucasian,20-30S,Neutral,Male,light,masked
cr_123.jpg,"[108, 48, 27, 44]",Mongoloid,20-30S,Neutral,Male,light,unmasked
cr_124.jpg,"[169, 60, 46, 47]",Negroid,Senior,Neutral,Male,dark,unmasked
cr_125.jpg,"[83, 93, 39, 51]",Negroid,20-30S,Disgust,Male,dark,masked
cr_126.jpg,"[240, 118, 28, 51]",Caucasian,20-30S,Neutral,Male,light,masked
cr_126.jpg,"[85, 102, 24, 47]",Caucasian,Baby,Neutral,Male,mid-dark,masked
cr_127.jpg,"[157, 31, 71, 108]",Negroid,20-30S,Neutral,Male,dark,masked
cr_128.jpg,"[163, 27, 65, 92]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_129.jpg,"[213, 56, 21, 28]",Caucasian,Baby,Neutral,Male,mid-dark,masked
cr_129.jpg,"[210, 104, 25, 36]",Negroid,20-30S,Neutral,Male,mid-dark,masked
cr_130.jpg,"[35, 93, 24, 31]",Mongoloid,20-30S,Neutral,Female,light,unmasked
cr_130.jpg,"[279, 102, 26, 29]",Caucasian,20-30S,Neutral,Male,light,masked
cr_131.jpg,"[137, 30, 103, 167]",Mongoloid,40-50S,Neutral,Male,mid-light,masked
cr_132.jpg,"[320, 66, 27, 33]",Negroid,20-30S,Neutral,Male,mid-light,unmasked
cr_133.jpg,"[121, 34, 59, 69]",Negroid,20-30S,Neutral,Female,light,masked
cr_133.jpg,"[268, 144, 58, 78]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_134.jpg,"[168, 32, 126, 179]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_135.jpg,"[236, 116, 69, 61]",Negroid,20-30S,Happiness,Male,mid-light,unmasked
cr_136.jpg,"[120, 37, 42, 64]",Caucasian,20-30S,Neutral,Male,dark,masked
cr_137.jpg,"[120, 87, 41, 54]",Mongoloid,20-30S,Neutral,Male,mid-dark,unmasked
cr_138.jpg,"[66, 110, 29, 32]",Caucasian,20-30S,Neutral,Male,light,masked
cr_138.jpg,"[137, 56, 42, 60]",Caucasian,40-50S,Neutral,Male,mid-dark,masked
cr_139.jpg,"[139, 56, 152, 107]",Caucasian,20-30S,Neutral,Male,light,masked
cr_140.jpg,"[77, 131, 75, 72]",Caucasian,20-30S,Neutral,Male,dark,masked
cr_140.jpg,"[204, 93, 70, 62]",Caucasian,40-50S,Neutral,Male,mid-light,unmasked
cr_141.jpg,"[174, 56, 50, 68]",Mongoloid,40-50S,Neutral,Female,mid-dark,masked
cr_142.jpg,"[264, 31, 77, 102]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_143.jpg,"[186, 44, 53, 86]",Mongoloid,20-30S,Neutral,Male,dark,masked
cr_144.jpg,"[131, 155, 35, 28]",Caucasian,40-50S,Neutral,Male,mid-dark,unmasked
cr_145.jpg,"[156, 65, 69, 94]",Mongoloid,20-30S,Neutral,Female,light,masked
cr_145.jpg,"[370, 18, 20, 68]",Negroid,20-30S,Neutral,Male,dark,unmasked
cr_146.jpg,"[109, 32, 51, 74]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_147.jpg,"[75, 45, 48, 70]",Negroid,20-30S,Neutral,Female,light,masked
cr_147.jpg,"[337, 35, 52, 75]",Mongoloid,20-30S,Neutral,Female,light,masked
cr_148.jpg,"[212, 25, 65, 95]",Negroid,20-30S,Neutral,Male,mid-dark,masked
cr_149.jpg,"[120, 0, 157, 124]",Negroid,Senior,Neutral,Male,dark,masked
cr_150.jpg,"[227, 43, 60, 83]",Negroid,20-30S,Neutral,Female,mid-dark,masked
cr_152.jpg,"[143, 38, 53, 58]",Negroid,20-30S,Neutral,Male,dark,unmasked
cr_153.jpg,"[276, 24, 46, 61]",Caucasian,20-30S,Neutral,Male,light,masked
cr_153.jpg,"[209, 65, 39, 52]",Caucasian,20-30S,Neutral,Male,light,masked
cr_154.jpg,"[239, 42, 63, 90]",Negroid,20-30S,Neutral,Male,dark,masked
cr_155.jpg,"[164, 25, 82, 116]",Caucasian,40-50S,Neutral,Male,mid-dark,masked
cr_156.jpg,"[253, 50, 25, 35]",Caucasian,20-30S,Neutral,Male,light,masked
cr_156.jpg,"[324, 76, 20, 28]",Mongoloid,20-30S,Neutral,Female,light,masked
cr_156.jpg,"[103, 40, 27, 38]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_156.jpg,"[191, 38, 34, 50]",Mongoloid,20-30S,Neutral,Female,mid-dark,masked
cr_157.jpg,"[187, 7, 69, 77]",Negroid,20-30S,Neutral,Male,mid-dark,unmasked
cr_160.jpg,"[172, 60, 45, 55]",Negroid,20-30S,Neutral,Male,mid-light,unmasked
cr_161.jpg,"[163, 46, 44, 60]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_162.jpg,"[319, 120, 21, 30]",Negroid,40-50S,Neutral,Male,mid-light,unmasked
cr_162.jpg,"[35, 138, 14, 37]",Caucasian,20-30S,Neutral,Female,mid-light,unmasked
cr_162.jpg,"[228, 33, 20, 29]",Caucasian,20-30S,Neutral,Male,light,masked
cr_163.jpg,"[167, 31, 48, 70]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_165.jpg,"[197, 45, 63, 94]",Caucasian,Senior,Neutral,Male,light,masked
cr_166.jpg,"[217, 65, 34, 48]",Negroid,20-30S,Neutral,Male,mid-dark,masked
cr_167.jpg,"[273, 54, 22, 23]",Caucasian,Baby,Neutral,Male,mid-dark,unmasked
cr_167.jpg,"[280, 53, 16, 19]",Mongoloid,Baby,Neutral,Male,mid-dark,unmasked
cr_167.jpg,"[274, 60, 15, 18]",Caucasian,Baby,Sadness,Male,mid-dark,unmasked
cr_167.jpg,"[287, 51, 13, 16]",Mongoloid,20-30S,Neutral,Male,mid-dark,unmasked
cr_168.jpg,"[106, 30, 33, 41]",Caucasian,20-30S,Neutral,Male,mid-dark,unmasked
cr_169.jpg,"[206, 31, 49, 84]",Negroid,20-30S,Neutral,Male,dark,unmasked
cr_170.jpg,"[211, 61, 32, 44]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_171.jpg,"[165, 53, 46, 65]",Mongoloid,20-30S,Neutral,Male,dark,unmasked
cr_172.jpg,"[258, 114, 24, 28]",Mongoloid,20-30S,Neutral,Male,light,unmasked
cr_172.jpg,"[404, 32, 23, 28]",Mongoloid,20-30S,Fear,Male,mid-dark,unmasked
cr_172.jpg,"[113, 111, 23, 27]",Mongoloid,20-30S,Neutral,Male,light,unmasked
cr_172.jpg,"[476, 197, 22, 25]",Negroid,20-30S,Neutral,Male,light,unmasked
cr_172.jpg,"[476, 114, 23, 26]",Mongoloid,20-30S,Neutral,Male,light,unmasked
cr_172.jpg,"[552, 37, 21, 23]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_172.jpg,"[184, 32, 24, 30]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_172.jpg,"[113, 33, 21, 27]",Mongoloid,20-30S,Neutral,Male,mid-dark,unmasked
cr_172.jpg,"[403, 200, 23, 25]",Mongoloid,20-30S,Neutral,Male,light,unmasked
cr_172.jpg,"[42, 115, 21, 22]",Mongoloid,20-30S,Neutral,Male,light,unmasked
cr_172.jpg,"[475, 34, 22, 27]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_172.jpg,"[546, 111, 30, 38]",Mongoloid,40-50S,Neutral,Male,light,unmasked
cr_172.jpg,"[330, 112, 24, 27]",Mongoloid,20-30S,Fear,Male,mid-dark,unmasked
cr_172.jpg,"[331, 34, 22, 25]",Mongoloid,40-50S,Neutral,Male,light,masked
cr_173.jpg,"[153, 67, 36, 48]",Mongoloid,20-30S,Neutral,Male,mid-light,masked
cr_174.jpg,"[60, 0, 105, 125]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_175.jpg,"[136, 1, 117, 136]",Negroid,20-30S,Neutral,Male,mid-dark,masked
cr_176.jpg,"[234, 31, 41, 64]",Mongoloid,20-30S,Neutral,Male,light,unmasked
cr_176.jpg,"[166, 59, 30, 41]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_177.jpg,"[406, 49, 26, 30]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_177.jpg,"[175, 51, 26, 31]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_177.jpg,"[293, 169, 22, 26]",Caucasian,40-50S,Neutral,Male,light,masked
cr_178.jpg,"[119, 40, 123, 193]",Negroid,Senior,Neutral,Male,mid-dark,masked
cr_179.jpg,"[123, 54, 61, 77]",Caucasian,20-30S,Neutral,Male,light,unmasked
cr_180.jpg,"[175, 46, 38, 55]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_181.jpg,"[166, 47, 25, 36]",Mongoloid,Senior,Neutral,Male,dark,masked
cr_182.jpg,"[327, 111, 22, 27]",Negroid,20-30S,Neutral,Male,mid-dark,unmasked
cr_183.jpg,"[211, 86, 49, 60]",Caucasian,40-50S,Neutral,Male,mid-dark,masked
cr_184.jpg,"[177, 84, 59, 84]",Mongoloid,20-30S,Neutral,Male,mid-light,masked
cr_185.jpg,"[184, 43, 51, 70]",Negroid,20-30S,Surprise,Male,dark,unmasked
cr_186.jpg,"[166, 58, 30, 41]",Mongoloid,40-50S,Neutral,Male,mid-dark,masked
cr_186.jpg,"[109, 20, 31, 45]",Caucasian,40-50S,Neutral,Male,dark,masked
cr_187.jpg,"[209, 33, 21, 26]",Mongoloid,Baby,Sadness,Male,mid-dark,masked
cr_188.jpg,"[106, 51, 104, 153]",Caucasian,40-50S,Neutral,Male,mid-dark,unmasked
cr_189.jpg,"[55, 71, 23, 31]",Caucasian,20-30S,Neutral,Male,light,masked
cr_189.jpg,"[168, 74, 36, 50]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_189.jpg,"[228, 81, 27, 38]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_189.jpg,"[106, 98, 27, 37]",Caucasian,20-30S,Neutral,Female,light,masked
cr_189.jpg,"[306, 53, 25, 35]",Caucasian,20-30S,Neutral,Male,mid-dark,masked
cr_190.jpg,"[219, 24, 52, 73]",Negroid,20-30S,Happiness,Male,mid-dark,unmasked
cr_190.jpg,"[100, 78, 30, 43]",Negroid,20-30S,Neutral,Male,light,unmasked
cr_191.jpg,"[119, 44, 43, 70]",Caucasian,40-50S,Neutral,Male,mid-dark,unmasked
cr_191.jpg,"[240, 78, 43, 65]",Negroid,Senior,Neutral,Male,dark,unmasked
cr_192.jpg,"[180, 60, 81, 101]",Negroid,20-30S,Neutral,Male,dark,masked
cr_193.jpg,"[606, 51, 33, 48]",Negroid,20-30S,Fear,Male,light,unmasked
cr_193.jpg,"[64, 49, 50, 72]",Negroid,Senior,Fear,Male,mid-dark,unmasked
cr_194.jpg,"[173, 61, 50, 72]",Mongoloid,20-30S,Neutral,Male,mid-light,masked
cr_195.jpg,"[127, 70, 39, 48]",Negroid,Senior,Disgust,Male,dark,unmasked
cr_196.jpg,"[165, 66, 53, 66]",Negroid,20-30S,Neutral,Male,dark,unmasked
cr_197.jpg,"[222, 42, 15, 22]",Caucasian,20-30S,Neutral,Male,dark,unmasked
cr_198.jpg,"[191, 61, 57, 46]",Caucasian,20-30S,Neutral,Male,mid-dark,unmasked
cr_199.jpg,"[115, 63, 47, 60]",Mongoloid,20-30S,Neutral,Male,mid-dark,unmasked
cr_201.jpg,"[276, 40, 88, 104]",Negroid,20-30S,Neutral,Male,mid-light,masked
cr_203.jpg,"[235, 25, 59, 61]",Caucasian,20-30S,Neutral,Male,mid-light,unmasked
cr_203.jpg,"[103, 73, 60, 76]",Mongoloid,20-30S,Neutral,Male,mid-dark,masked
cr_204.jpg,"[183, 37, 43, 64]",Mongoloid,20-30S,Neutral,Male,light,masked
cr_205.jpg,"[177, 154, 61, 82]",Negroid,Kid,Sadness,Male,dark,unmasked
cr_205.jpg,"[102, 58, 49, 71]",Negroid,Kid,Neutral,Male,dark,unmasked
